MisconceptionId,MisconceptionName
3591,Completely misses the repeated nature of the root
3592,Completely misunderstands axis conventions
3593,Completely reverses axis conventions
3594,Completely reverses position of numbers
3595,Computation errors in filling missing values in tabular data interpretation
3598,Concatenates digits after decimal point without considering place value or carrying
3599,Concatenates digits when adding in standard form
3600,Concatenates digits when adding numbers in standard form
3602,Concatenates numbers instead of multiplying when substituting
3603,Concatenates the coefficient and constant term instead of evaluating the expression
3604,Concludes n should remain the same as before.
3605,Conflates expression terms and factor terms
3606,Confused about multiple solutions.
3609,Confused initial amount with discount value.
3610,Confused simplification process.
3611,Confuses 'at least one' with 'guaranteed to happen'
3613,Confuses 1/4 with 3/4
3614,Confuses 10s with 1s in the final answer
3615,Confuses 12-hour and 24-hour formats
3616,Confuses 2D view with 3D net
3617,Confuses 30° as a common special angle with sin θ = 1/2
3621,Confuses Latin and Greek numerical prefixes
3622,Confuses Q1 with Q3 position
3623,Confuses \(2^3\) with \(2^4\)
3624,Confuses a monomial term with a binomial term
3625,Confuses a quarter or half period with the full period
3626,Confuses absolute value functions with quadratic functions
3627,Confuses addition and subtraction in the discriminant
3628,Confuses addition and subtraction in time conversion
3629,Confuses addition and subtraction of time
3630,Confuses addition and subtraction when converting times
3631,Confuses addition with subtraction in compensating strategies
3632,Confuses addition with subtraction in factoring
3633,Confuses addition with subtraction when finding factors that multiply to give the constant term
3634,Confuses addition with subtraction when solving inequalities
3635,Confuses amount saved with reduced price
3636,Confuses amplitude with vertical transformations
3637,Confuses arc properties with line segment properties
3638,Confuses area calculation by using side length instead of squaring
3639,Confuses arithmetic and geometric sequences
3640,Confuses arithmetic and quadratic sequences by using a constant difference
3641,Confuses average rate of change with instantaneous rate of change
3642,Confuses average value with rate of change
3643,Confuses base angles with apex angle
3645,Confuses bearing with direction in the coordinate plane
3646,Confuses being at the same horizontal level with being equidistant
3650,Confuses break-even point with profit point
3651,Confuses categorical data with continuous measurements
3652,Confuses categorical data with numerical data
3653,Confuses center properties with equidistance
3654,Confuses center with other special points
3655,Confuses circle with oval in perspective
3656,Confuses class intervals with axis labels
3657,Confuses closeness of numbers with direction of estimate
3658,Confuses coefficient (4) with position number
3660,Confuses coefficient signs as intercepts
3661,Confuses coefficient with x-intercept
3662,Confuses collinearity with equidistance
3664,Confuses complement with liking neither
3665,Confuses complement with the original set
3666,Confuses complement with those liking neither or both
3667,Confuses complementary and supplementary relationships.
3668,Confuses components of displacement vector
3669,Confuses condition for parallel lines from the elimination failure as no solution.
3670,Confuses congruence with flexibility of side lengths
3671,Confuses constant acceleration with constant velocity
3672,Confuses constant distance with constant speed
3673,Confuses constant distance with stopping
3674,"Confuses correlation with no effect, despite evidence of a pattern"
3675,Confuses cross section with lateral faces
3676,Confuses cross sections with faces of the solid
